8.705282592773437500e+02,-4.856498539447784424e-01,-6.496459841728210449e-01,-7.877019643783569336e-01,-8.943973779678344727e-01,-9.654316306114196777e-01,-9.979724884033203125e-01,-9.907224774360656738e-01,-9.439908862113952637e-01,-8.596124053001403809e-01,-7.409597635269165039e-01,-5.927637815475463867e-01,-4.209333360195159912e-01,-2.323789149522781372e-01,-3.450377658009529114e-02,1.647470742464065552e-01,3.574291765689849854e-01,5.358600020408630371e-01,6.928811073303222656e-01,8.223274350166320801e-01
8.705350952148437500e+02,-4.916141331195831299e-01,-6.548276543617248535e-01,-7.918948531150817871e-01,-8.974339365959167480e-01,-9.671908617019653320e-01,-9.983842372894287109e-01,-9.897703528404235840e-01,-9.417131543159484863e-01,-8.560995459556579590e-01,-7.363518476486206055e-01,-5.872445106506347656e-01,-4.147227406501770020e-01,-2.257247269153594971e-01,-2.767115831375122070e-02,1.714857071638107300e-01,3.638051450252532959e-01,5.416190624237060547e-01,6.977939605712890625e-01,8.261979818344116211e-01
8.705370483398437500e+02,-4.933139979839324951e-01,-6.563025712966918945e-01,-7.930859923362731934e-01,-8.982938528060913086e-01,-9.676852226257324219e-01,-9.984933137893676758e-01,-9.894897937774658203e-01,-9.410542845726013184e-01,-8.550885319709777832e-01,-7.350289821624755859e-01,-5.856624841690063477e-01,-4.129447042942047119e-01,-2.238215804100036621e-01,-2.571872994303703308e-02,1.734095662832260132e-01,3.656237423419952393e-01,5.432598590850830078e-01,6.991916894912719727e-01,8.272967338562011719e-01
8.705380249023437500e+02,-4.941632151603698730e-01,-6.570390462875366211e-01,-7.936804890632629395e-01,-8.987225294113159180e-01,-9.679310321807861328e-01,-9.985464215278625488e-01,-9.893481135368347168e-01,-9.407235383987426758e-01,-8.545818328857421875e-01,-7.343664765357971191e-01,-5.848706364631652832e-01,-4.120550751686096191e-01,-2.228696793317794800e-01,-2.474247664213180542e-02,1.743712574243545532e-01,3.665325045585632324e-01,5.440794825553894043e-01,6.998895406723022461e-01,8.278449177742004395e-01
8.705390014648437500e+02,-4.950119853019714355e-01,-6.577749252319335938e-01,-7.942741513252258301e-01,-8.991503715515136719e-01,-9.681758880615234375e-01,-9.985985755920410156e-01,-9.892054796218872070e-01,-9.403918385505676270e-01,-8.540742397308349609e-01,-7.337032556533813477e-01,-5.840782523155212402e-01,-4.111650884151458740e-01,-2.219175845384597778e-01,-2.376620285212993622e-02,1.753327697515487671e-01,3.674409389495849609e-01,5.448986291885375977e-01,7.005866765975952148e-01,8.283923268318176270e-01
8.705399780273437500e+02,-4.958602786064147949e-01,-6.585101485252380371e-01,-7.948670983314514160e-01,-8.995773196220397949e-01,-9.684198498725891113e-01,-9.986497759819030762e-01,-9.890618920326232910e-01,-9.400593042373657227e-01,-8.535658717155456543e-01,-7.330393791198730469e-01,-5.832853317260742188e-01,-4.102746844291687012e-01,-2.209652662277221680e-01,-2.278990484774112701e-02,1.762941181659698486e-01,3.683490157127380371e-01,5.457171797752380371e-01,7.012832164764404297e-01,8.289389610290527344e-01
8.705409545898437500e+02,-4.967080950736999512e-01,-6.592447757720947266e-01,-7.954592704772949219e-01,-9.000033736228942871e-01,-9.686628580093383789e-01,-9.987000823020935059e-01,-9.889174103736877441e-01,-9.397258162498474121e-01,-8.530567288398742676e-01,-7.323747873306274414e-01,-5.824918150901794434e-01,-4.093839228153228760e-01,-2.200127243995666504e-01,-2.181358449161052704e-02,1.772553026676177979e-01,3.692567348480224609e-01,5.465352535247802734e-01,7.019790410995483398e-01,8.294848203659057617e-01
8.705419311523437500e+02,-4.975554347038269043e-01,-6.599788069725036621e-01,-7.960507273674011230e-01,-9.004286527633666992e-01,-9.689049720764160156e-01,-9.987493753433227539e-01,-9.887719750404357910e-01,-9.393914341926574707e-01,-8.525466918945312500e-01,-7.317094802856445312e-01,-5.816977620124816895e-01,-4.084927439689636230e-01,-2.190599888563156128e-01,-2.083724364638328552e-02,1.782163232564926147e-01,3.701640963554382324e-01,5.473527908325195312e-01,7.026742100715637207e-01,8.300298452377319336e-01
8.705429077148437500e+02,-4.984022974967956543e-01,-6.607121229171752930e-01,-7.966414093971252441e-01,-9.008530378341674805e-01,-9.691461324691772461e-01,-9.987977147102355957e-01,-9.886255264282226562e-01,-9.390562176704406738e-01,-8.520358800888061523e-01,-7.310434579849243164e-01,-5.809031128883361816e-01,-4.076011776924133301e-01,-2.181070446968078613e-01,-1.986088417470455170e-02,1.791771650314331055e-01,3.710711300373077393e-01,5.481698513031005859e-01,7.033687233924865723e-01,8.305740952491760254e-01
8.705438842773437500e+02,-4.992486834526062012e-01,-6.614449024200439453e-01,-7.972313165664672852e-01,-9.012765288352966309e-01,-9.693863391876220703e-01,-9.988451004028320312e-01,-9.884781837463378906e-01,-9.387200474739074707e-01,-8.515242934226989746e-01,-7.303767800331115723e-01,-5.801079273223876953e-01,-4.067092239856719971e-01,-2.171538919210433960e-01,-1.888450421392917633e-02,1.801378428936004639e-01,3.719777762889862061e-01,5.489863157272338867e-01,7.040625214576721191e-01,8.311175704002380371e-01
